,X_1,X_2,X_3,X_4,X_5,alpha
time 2693,-0.82,0.42,0.03,-0.34,-0.15,1.0
time 2694,0.72,-0.87,0.3,-0.35,0.52,1.0
time 2695,0.56,-0.06,-0.92,0.88,0.82,0.33
time 2696,0.55,0.27,0.25,0.77,0.45,0.67
time 2697,-0.26,-0.83,-0.88,0.71,-0.22,0.67
time 2698,0.88,-0.8,-0.71,0.19,0.48,0.67
time 2699,-0.26,0.02,-0.12,0.71,-0.04,0.33
time 2700,0.16,0.13,0.09,0.67,0.86,0.67
time 2701,-0.99,0.02,0.28,0.25,0.73,1.0
time 2702,-0.15,0.51,-0.48,0.91,-0.57,0.33
time 2703,0.57,0.37,0.6,0.74,-0.61,1.0
time 2704,-0.63,-0.36,0.1,0.31,0.33,0.33
time 2705,0.5,0.44,-0.64,-0.78,0.97,0.67
time 2706,0.69,0.1,0.87,-0.86,-0.41,1.0
time 2707,0.45,-0.48,-0.46,-0.4,0.56,0.67
time 2708,-0.51,-0.95,-0.61,-0.01,-0.44,1.0
time 2709,0.26,0.43,0.4,-0.71,0.78,1.0
time 2710,0.44,0.74,-0.53,-0.95,-0.47,0.33
time 2711,0.06,0.7,-0.43,0.8,0.55,0.33
time 2712,0.41,0.35,0.48,-0.23,-0.18,1.0
time 2713,-0.82,-0.46,-0.34,0.61,0.55,0.67
time 2714,0.03,-0.31,-0.46,0.6,0.85,0.33
time 2715,0.28,0.99,0.66,0.15,0.98,1.0
time 2716,-0.88,-0.29,0.43,-0.42,-0.78,1.0
time 2717,-0.36,-0.03,-0.67,-0.84,-0.1,0.67
time 2718,-0.98,0.12,0.75,-0.36,-0.37,0.33
time 2719,0.23,-0.3,0.77,-0.68,-0.45,1.0
time 2720,0.69,-0.83,-0.38,-0.69,-0.89,1.0
time 2721,-0.12,0.34,-0.17,-0.23,0.0,1.0
time 2722,-0.27,-0.72,-0.98,0.77,0.07,1.0
time 2723,-0.97,-0.03,-0.02,0.03,0.14,1.0
time 2724,0.8,0.32,-0.4,0.72,0.13,1.0
time 2725,-0.47,-0.34,0.07,0.41,0.75,0.33
time 2726,0.13,0.46,0.79,-0.35,-0.15,0.33
time 2727,0.66,0.04,0.31,-0.54,-0.04,1.0
time 2728,-0.02,0.89,-0.89,0.91,0.91,0.67
time 2729,0.72,0.69,0.64,0.35,-0.82,0.67
time 2730,0.61,0.07,0.07,-0.13,0.66,0.33
time 2731,0.87,0.02,-0.72,-0.72,-0.1,1.0
time 2732,0.55,0.06,-0.82,0.16,-0.57,1.0
time 2733,-0.34,-0.33,-0.26,-0.64,-0.11,0.33
time 2734,0.05,0.99,0.5,-0.5,0.22,0.67
time 2735,0.31,0.83,-0.37,-0.78,0.41,1.0
time 2736,0.85,-0.0,0.51,-0.06,-0.38,1.0
time 2737,0.24,0.18,0.5,0.41,-0.69,0.33
time 2738,-0.02,-0.4,0.74,0.9,-0.1,1.0
time 2739,-0.84,-0.66,0.84,-0.45,-0.07,1.0
time 2740,0.67,-0.79,-0.82,-0.65,-0.22,0.33
time 2741,-0.71,0.56,-0.16,0.57,-0.58,0.33
time 2742,-0.59,-0.29,0.96,-0.71,0.66,0.67
time 2743,0.41,0.46,0.09,-0.07,0.52,0.33
time 2744,0.07,0.62,0.37,-0.53,-0.33,0.67
time 2745,-0.67,1.0,0.63,0.49,-0.92,0.33
time 2746,-0.8,-0.27,0.11,-0.99,-0.15,0.67
time 2747,-0.24,-0.35,-0.67,-0.86,-0.04,0.33
time 2748,-0.22,0.96,0.41,-0.02,0.63,0.33
time 2749,-0.65,-0.44,-0.61,-0.01,-0.64,1.0
time 2750,0.02,0.39,0.15,0.75,-0.6,1.0
time 2751,0.38,-0.89,0.04,0.82,-0.64,0.33
time 2752,-0.21,-0.78,-0.66,-0.94,0.85,0.67
time 2753,0.97,0.49,-0.96,-0.5,0.83,1.0
time 2754,-0.15,-0.66,0.05,0.53,-0.51,1.0
time 2755,-0.31,0.33,-0.82,0.04,-0.97,0.67
time 2756,-0.98,-0.62,-0.41,0.02,0.7,0.33
time 2757,-0.44,-0.19,-0.41,-0.7,0.29,1.0
time 2758,0.69,-0.56,-0.89,0.14,-0.8,0.67
time 2759,0.03,0.38,-0.73,-0.14,-0.19,1.0
time 2760,-0.67,-0.07,0.54,-0.89,-0.84,1.0
time 2761,0.89,-0.74,0.88,-0.18,0.52,1.0
time 2762,0.46,0.75,-0.13,-0.48,0.07,1.0
time 2763,-0.21,0.12,0.43,0.07,-0.67,0.67
time 2764,0.78,0.06,0.86,-0.65,0.76,1.0
time 2765,-0.94,0.39,-0.64,0.81,0.72,0.67
time 2766,0.67,-0.63,-0.16,-0.64,0.49,1.0
time 2767,0.98,-0.66,0.53,0.69,0.27,1.0
time 2768,0.86,0.14,0.96,-0.09,0.77,0.67
time 2769,-0.47,-0.35,-0.75,0.33,-0.37,1.0
time 2770,0.83,0.22,-0.55,-0.37,0.77,0.33
time 2771,-0.03,-0.68,-0.13,-0.14,0.85,0.67
time 2772,-0.89,0.29,-0.44,0.2,-0.94,1.0
time 2773,0.22,-0.75,0.15,-0.8,-0.84,1.0
time 2774,0.41,0.41,-0.77,0.71,0.77,0.33
time 2775,0.5,0.16,-0.37,0.25,0.42,0.33
time 2776,1.0,0.42,-0.07,-0.62,0.31,0.67
time 2777,0.35,0.24,-0.19,0.07,0.2,0.33
time 2778,-0.57,-0.45,-0.59,-0.44,-0.28,0.67
time 2779,-0.07,0.5,-0.06,-0.09,0.15,0.67
time 2780,-0.75,-0.35,-0.72,-0.86,0.45,0.33
time 2781,0.84,0.38,-0.36,-0.24,0.89,1.0
time 2782,0.7,0.5,0.74,0.92,0.82,0.67
time 2783,-0.96,0.19,-0.17,0.11,-0.88,0.67
time 2784,-0.96,0.44,-0.24,0.14,-0.32,0.33
time 2785,-0.66,0.19,-0.16,0.4,0.69,1.0
time 2786,-0.25,-0.73,-0.32,-0.49,-0.21,0.33
time 2787,-0.0,-0.34,0.79,0.77,0.92,0.67
time 2788,0.29,-0.73,-0.95,0.93,0.7,0.67
time 2789,0.52,0.56,0.45,-0.66,0.59,0.67
time 2790,-0.51,-0.31,0.88,-0.82,0.32,0.33
time 2791,0.53,0.21,-0.28,-0.74,-0.21,0.33
time 2792,0.51,-0.51,0.53,0.82,-0.93,0.67
time 2793,-0.87,0.48,0.58,0.65,0.48,0.33
time 2794,0.33,0.37,0.21,1.0,0.08,0.33
time 2795,0.51,-0.03,-0.95,0.94,0.16,0.67
time 2796,0.74,-0.35,0.74,-0.58,-0.25,0.33
time 2797,-0.6,0.61,-0.81,-0.63,-0.4,0.67
time 2798,0.93,0.29,-0.33,-0.97,0.62,0.33
time 2799,0.47,0.33,0.9,0.22,-0.33,0.33
time 2800,-0.99,0.35,-0.62,-0.16,-0.94,0.33
time 2801,0.11,0.37,0.63,-0.18,0.09,0.33
time 2802,0.59,0.65,-0.36,0.61,0.88,1.0
time 2803,-0.82,0.47,0.27,-0.18,-0.9,0.33
time 2804,0.71,-0.89,-0.98,-0.99,0.8,0.33
time 2805,0.32,0.87,-0.58,-0.58,0.8,1.0
time 2806,0.02,0.76,0.12,-0.07,0.98,0.33
time 2807,0.53,-0.55,0.36,0.66,-0.6,0.33
time 2808,0.57,-0.92,-0.64,-0.42,-0.94,0.67
time 2809,0.75,-0.47,-0.5,-0.08,-0.74,1.0
time 2810,0.49,0.62,-0.59,0.39,0.53,0.67
time 2811,-0.68,-0.31,-0.86,-0.18,-0.73,0.33
time 2812,0.97,0.11,-0.48,-0.8,0.26,0.67
time 2813,0.95,-0.69,-0.78,0.22,-0.17,0.33
time 2814,-0.55,0.86,-0.21,-0.57,-0.66,1.0
time 2815,0.07,-0.83,-0.71,0.62,0.16,1.0
time 2816,-0.99,0.44,0.19,0.48,-0.2,1.0
time 2817,-0.4,-0.38,-0.29,-0.08,-0.65,0.33
time 2818,0.16,-0.6,0.17,-0.68,0.36,0.33
time 2819,0.74,-0.13,-0.63,0.9,0.17,0.33
time 2820,0.59,-0.28,0.91,-0.25,0.45,1.0
time 2821,-0.66,-0.03,-0.16,0.84,-0.34,0.33
time 2822,-0.77,-0.6,0.47,0.5,0.84,1.0
time 2823,-0.42,0.7,-0.33,-0.23,-0.47,0.67
time 2824,0.78,-0.09,-0.41,0.11,0.43,1.0
time 2825,0.03,-0.07,-0.54,-0.62,0.34,1.0
time 2826,-0.57,0.68,-0.51,0.95,-0.1,0.67
time 2827,-0.09,-0.46,-0.46,-0.92,-0.3,0.67
time 2828,0.18,-0.99,-0.49,-0.74,-0.42,0.67
time 2829,0.59,-0.52,-0.2,0.29,-0.52,0.33
time 2830,0.8,-0.92,0.1,-0.16,0.72,0.33
time 2831,-0.99,-0.94,0.98,0.89,0.33,0.67
time 2832,0.41,0.11,0.48,-0.88,0.23,0.67
time 2833,0.43,0.72,-0.1,0.7,-0.82,0.67
time 2834,-0.71,-0.84,-0.19,0.84,-0.36,1.0
time 2835,-0.65,-0.35,0.08,-0.53,0.87,0.67
time 2836,-0.83,-0.12,0.92,-0.54,-0.82,0.33
time 2837,0.07,-0.23,0.14,0.81,-0.92,0.33
time 2838,0.95,0.65,-0.83,-0.15,0.41,0.33
time 2839,0.17,-0.3,0.79,-0.92,0.81,0.67
time 2840,0.21,0.91,0.02,-0.81,0.56,0.33
time 2841,0.96,0.41,0.24,0.8,-0.64,0.67
time 2842,0.17,-0.7,0.34,-0.0,-0.32,1.0
time 2843,-0.25,-0.16,-0.76,0.92,0.65,0.33
time 2844,0.99,-0.95,-0.58,-0.17,0.68,1.0
time 2845,-0.57,-0.22,-0.71,0.36,-0.73,0.33
time 2846,-0.68,0.94,0.99,-0.81,-0.08,0.67
time 2847,0.19,0.45,0.63,-0.57,-0.1,1.0
time 2848,-0.23,-0.99,-0.49,0.11,-0.22,1.0
time 2849,0.49,-0.73,0.34,0.16,0.45,1.0
time 2850,-0.93,-0.74,-0.54,0.8,0.53,0.33
time 2851,-0.87,0.89,0.45,0.81,-0.62,1.0
time 2852,0.36,-0.25,0.14,-0.22,-0.48,0.67
time 2853,0.89,0.86,-0.29,-0.91,-0.75,1.0
time 2854,-0.18,-0.37,-0.86,0.75,-0.53,0.33
time 2855,0.91,0.32,0.4,-0.61,0.7,1.0
time 2856,-0.6,-0.13,0.63,-0.14,-0.86,0.33
time 2857,0.21,0.43,0.67,-0.0,-0.57,0.33
time 2858,0.02,0.01,-0.84,-0.32,0.37,0.67
time 2859,0.99,0.38,-0.26,-0.78,0.6,0.67
time 2860,-0.3,-0.15,-0.72,0.36,-0.35,1.0
time 2861,0.24,0.07,0.68,-0.37,-0.78,0.33
time 2862,0.33,-0.77,-0.53,0.12,-0.58,0.67
time 2863,-0.98,0.53,0.25,-0.24,-0.04,1.0
time 2864,0.35,0.3,-0.79,-0.89,-0.3,0.67
time 2865,-0.28,-0.44,0.96,-0.52,-0.97,0.33
time 2866,0.95,-0.42,-0.48,0.92,-0.68,1.0
time 2867,0.9,-0.7,-0.4,0.07,0.39,0.67
time 2868,-0.93,-0.55,0.4,-0.59,0.05,1.0
time 2869,0.13,-0.45,-0.98,-0.45,-0.23,0.33
time 2870,0.54,-0.08,-0.77,0.53,0.24,0.67
time 2871,-0.93,-0.02,0.82,0.12,-0.01,0.33
time 2872,-0.62,-0.19,0.82,0.57,0.57,0.33
time 2873,-0.23,-0.96,0.59,0.16,0.07,0.33
time 2874,-0.84,0.96,-0.35,0.46,0.4,0.67
time 2875,-0.9,-0.72,-0.38,0.02,0.36,0.33
time 2876,0.75,0.84,-0.74,0.18,-0.79,0.67
time 2877,0.83,-0.85,0.37,-0.14,0.61,0.67
time 2878,0.72,0.17,0.07,-0.04,0.32,0.33
time 2879,0.92,0.25,-1.0,0.86,0.97,1.0
time 2880,-0.74,-0.78,-0.1,-0.64,-0.96,0.67
time 2881,0.82,0.13,-0.28,-0.5,0.86,1.0
time 2882,0.44,0.49,-0.15,0.04,-0.52,0.33
time 2883,-1.0,0.35,0.58,-0.45,-0.82,0.33
time 2884,-0.5,-0.45,-0.15,0.07,-0.1,1.0
time 2885,-0.79,-0.59,0.22,-0.7,-0.08,0.33
time 2886,-0.96,-0.52,0.38,0.87,-0.99,0.33
time 2887,-0.67,-0.53,-0.46,-0.02,0.02,0.67
time 2888,-0.98,-0.18,0.95,0.01,0.44,1.0
time 2889,0.85,-0.1,0.23,0.88,-0.75,1.0
time 2890,-0.26,0.72,-0.58,-0.21,-0.47,0.67
time 2891,0.76,0.16,0.74,0.85,0.89,1.0
time 2892,0.74,-0.52,0.64,0.33,-0.67,0.33
time 2893,-0.16,-0.15,-0.41,-0.29,0.53,0.67
time 2894,-0.36,-0.71,0.18,-0.13,-0.17,1.0
time 2895,-0.73,0.22,-0.74,-0.73,0.32,0.33
time 2896,-0.33,-0.39,-0.37,-0.32,-0.55,0.67
time 2897,0.7,-0.52,-0.51,0.84,-0.42,0.67
time 2898,-0.51,-0.04,0.45,-0.39,-0.78,1.0
time 2899,-0.13,-0.72,-0.97,-0.97,-0.54,1.0
time 2900,0.87,-0.95,-0.74,-0.87,0.67,1.0
time 2901,0.44,0.59,0.05,-0.62,0.5,0.33
time 2902,0.75,-0.09,-0.24,-0.64,-0.09,0.33
time 2903,-0.41,-0.74,0.12,-0.17,-0.16,1.0
time 2904,-0.8,0.74,-0.76,0.99,0.02,0.67
time 2905,-0.93,-0.8,0.23,-0.27,0.32,0.33
time 2906,-0.41,-0.29,-0.9,-0.48,0.15,0.67
time 2907,0.78,-0.05,0.95,0.37,0.6,1.0
time 2908,0.94,0.38,0.92,0.52,-0.19,0.67
time 2909,0.17,0.37,0.58,0.81,-1.0,1.0
time 2910,0.11,-0.45,0.85,-0.8,0.11,1.0
time 2911,0.77,-0.95,0.63,-0.72,-0.55,0.67
time 2912,-0.45,0.17,0.83,0.82,0.86,0.33
time 2913,0.7,0.01,-0.26,-0.93,-0.47,1.0
time 2914,0.06,0.83,0.16,-0.25,0.3,0.67
time 2915,0.56,0.31,-0.39,0.62,-0.9,1.0
time 2916,0.12,-0.73,0.52,-0.44,0.67,0.67
time 2917,0.58,-0.97,0.41,0.83,-0.12,1.0
time 2918,0.64,0.89,-0.64,0.53,0.08,1.0
time 2919,-0.41,-0.64,-0.71,-0.4,0.46,1.0
time 2920,-0.76,0.07,0.21,-0.64,0.13,1.0
time 2921,-0.16,-0.96,-0.22,0.73,0.03,0.33
time 2922,-0.07,0.7,0.95,0.06,-0.12,1.0
time 2923,-0.43,0.58,-0.72,0.37,0.68,0.67
time 2924,-0.5,-0.84,0.98,0.73,-0.64,0.33
time 2925,-0.32,-0.09,0.21,0.04,-0.3,1.0
time 2926,-0.69,-0.44,0.12,0.27,0.86,1.0
time 2927,-0.83,0.32,-0.46,0.53,-0.05,0.67
time 2928,0.09,0.39,0.73,0.59,-0.42,0.33
time 2929,0.22,0.26,-0.74,0.39,-0.62,1.0
time 2930,-0.92,-0.75,0.26,-0.66,0.76,0.67
time 2931,-0.6,0.05,-0.21,0.37,0.63,0.33
time 2932,-0.08,0.53,0.17,0.69,-0.23,0.33
time 2933,0.87,-0.09,-0.76,0.55,-0.44,0.33
time 2934,0.84,-0.23,-0.15,0.12,0.86,0.33
time 2935,0.37,0.92,0.95,0.83,-0.16,0.67
time 2936,0.62,0.99,0.06,0.79,-0.24,1.0
time 2937,-0.83,0.29,0.69,-0.5,-0.66,1.0
time 2938,-0.17,0.06,0.96,-0.25,0.67,1.0
time 2939,-0.35,-0.47,0.0,-0.23,-0.86,0.67
time 2940,-0.08,0.23,-0.43,0.63,-0.37,0.33
time 2941,-0.03,0.7,-0.45,0.39,-0.38,0.33
time 2942,0.91,-0.81,-0.03,-0.62,0.98,0.33
time 2943,0.73,0.22,-0.87,-0.11,0.11,0.67
time 2944,0.56,-0.64,-0.32,-0.17,-0.07,0.33
time 2945,0.25,0.3,0.7,-0.69,-0.49,0.67
time 2946,0.99,-0.89,-0.85,0.11,0.71,1.0
time 2947,0.45,-0.97,0.2,-0.76,0.55,0.67
time 2948,0.14,-0.95,0.92,-0.27,-0.1,0.33
time 2949,0.64,0.13,-0.49,-0.97,-0.29,1.0
time 2950,0.29,-0.53,-0.55,-0.97,0.78,1.0
time 2951,-0.83,-0.28,-0.07,0.63,0.03,0.67
time 2952,0.96,-0.19,-0.27,0.6,0.49,0.67
time 2953,-0.13,0.49,-0.67,-0.65,0.31,0.33
time 2954,0.55,-0.63,-0.14,0.32,0.21,0.67
time 2955,-0.88,-0.6,0.49,-0.75,-0.96,0.67
time 2956,0.39,-0.71,0.06,-0.54,-0.44,0.67
time 2957,0.24,-0.89,-0.18,-0.2,-0.23,0.67
time 2958,0.88,0.1,0.42,0.58,-0.77,0.33
time 2959,-0.28,0.91,0.27,-0.49,-0.68,1.0
time 2960,0.91,-0.87,-0.12,-0.57,0.34,1.0
time 2961,0.98,-0.68,0.81,-0.81,-0.34,1.0
time 2962,0.33,-0.95,0.28,-0.81,0.15,1.0
time 2963,0.14,-0.85,-0.64,0.15,-0.8,0.67
time 2964,-0.56,0.73,0.83,0.22,0.56,0.33
time 2965,-0.91,0.75,0.15,0.34,0.9,0.67
time 2966,0.23,0.82,0.46,-0.82,-0.98,0.67
time 2967,-0.82,-0.44,-0.57,0.86,-0.59,0.33
time 2968,-0.09,-0.0,0.87,0.41,-0.06,1.0
time 2969,-0.33,-0.07,-0.38,0.54,0.0,1.0
time 2970,-0.48,0.71,0.34,0.14,0.4,0.67
time 2971,0.7,0.89,0.3,0.19,-0.98,0.33
time 2972,-0.23,0.23,-0.02,-0.61,0.16,1.0
time 2973,0.42,-0.76,0.36,0.73,-0.81,0.33
time 2974,-0.22,-0.09,0.8,0.35,0.62,1.0
time 2975,0.71,0.66,1.0,0.57,-0.17,1.0
time 2976,-0.87,0.44,0.23,0.61,-0.15,0.33
time 2977,0.19,0.17,0.24,-0.15,-0.85,0.67
time 2978,0.16,0.42,0.45,-0.33,0.75,0.67
time 2979,0.54,0.01,0.96,0.65,-0.56,0.67
time 2980,0.78,0.99,-0.14,0.46,0.66,0.67
time 2981,-0.75,-0.19,0.7,0.51,0.68,0.33
time 2982,0.48,0.82,0.86,-0.82,0.24,0.33
time 2983,0.07,-0.77,0.85,0.33,0.51,0.33
time 2984,0.07,0.07,0.49,-0.3,-0.72,0.33
time 2985,-0.51,0.25,0.32,-0.28,-0.34,0.67
time 2986,0.71,-0.07,-0.63,0.64,0.35,1.0
time 2987,0.92,-0.81,0.73,-0.98,-0.15,0.67
time 2988,0.64,0.18,-0.21,-0.07,-0.86,0.67
time 2989,-0.61,-0.38,0.16,0.37,0.39,1.0
time 2990,0.89,0.93,-0.0,-0.61,-0.33,0.33
time 2991,-0.75,0.19,-0.58,0.71,0.34,1.0
time 2992,0.14,0.56,-0.87,-0.67,-0.17,0.67
time 2993,0.62,-0.81,-0.09,0.85,-1.0,0.67
time 2994,0.73,-0.47,0.29,-0.27,-0.49,1.0
time 2995,0.71,0.72,-0.72,-0.77,0.9,0.33
time 2996,0.03,-0.09,0.08,0.86,0.12,0.33
time 2997,-0.09,-0.55,-0.84,0.91,-0.7,1.0
time 2998,-0.18,-0.03,-0.3,0.29,0.23,0.67
time 2999,0.14,0.85,-0.81,-0.24,0.95,1.0
time 3000,-0.1,-0.11,-1.0,0.98,-0.47,0.33
